Report Key,Report Group,Report Name,Report Type,Report Arguments,Report Launch Date,Report Duration In Seconds,Execution Status,Report Status,Nb Errors,Nb Warnings,Report Duration
<!>Data Availability,OK
<!>Nb Jobs Executed,207
<!>Nb Jobs No Results,64
<!>Nb Jobs Failed,1
<!>Nb Jobs Succeeded,270
<!>Nb Errors,1
<!>Nb Warnings,908
<!>Total Duration in Seconds,26403
<!>Total Duration,07:20:03
KIEV_PnLMtmIRSODDay - jeu. 8 aoû13 - 06:03:39,OTHER,KIEV_PnLMtmIRSODDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:03:39,9,NO_RESULT,SUCCEED,0,0,00:00:09
BALANCE - jeu. 8 aoû13 - 06:02:42,OTHER,BALANCE,REPORT,07/06/2012; 30/12/2011; 07/06/2012; 07/06/2012; NULL; H9; NULL; NULL; Yes; No; No; No; No; No; No; No; No; No; No; No; Yes,jeu. 8 aoû13 - 06:02:42,97,EXECUTED,SUCCEED,0,0,00:01:37
KIEV_PnLMtmIRSOLDay - jeu. 8 aoû13 - 06:04:32,OTHER,KIEV_PnLMtmIRSOLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:04:32,8,NO_RESULT,SUCCEED,0,0,00:00:08
UK_PnLThetaDay - jeu. 8 aoû13 - 06:01:02,OTHER,UK_PnLThetaDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:01:02,231,EXECUTED,SUCCEED,0,29,00:03:51
LORARECCIB - jeu. 8 aoû13 - 06:03:16,OTHER,LORARECCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; O; CIBOS2; N; N; CLMTM; N; N,jeu. 8 aoû13 - 06:03:16,106,EXECUTED,SUCCEED,0,0,00:01:46
LORARECCIB - jeu. 8 aoû13 - 06:03:27,OTHER,LORARECCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; O; CIBOS2; N; N; CLMTM; N; N,jeu. 8 aoû13 - 06:03:27,104,EXECUTED,SUCCEED,0,0,00:01:44
KIEV_PnLThetaDay - jeu. 8 aoû13 - 06:05:16,OTHER,KIEV_PnLThetaDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:05:16,18,EXECUTED,SUCCEED,0,6,00:00:18
UK_PnLThetaFxTradDay - jeu. 8 aoû13 - 06:05:41,OTHER,UK_PnLThetaFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:05:41,17,EXECUTED,SUCCEED,0,6,00:00:17
ASTONISH - jeu. 8 aoû13 - 05:58:37,OTHER,ASTONISH,REPORT,UK; 07/06/2012,jeu. 8 aoû13 - 05:58:37,449,EXECUTED,SUCCEED,0,0,00:07:29
KIEV_PnLThetaFxTradDay - jeu. 8 aoû13 - 06:06:31,OTHER,KIEV_PnLThetaFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:06:31,9,EXECUTED,SUCCEED,0,4,00:00:09
CAE_PnLMtmYear - jeu. 8 aoû13 - 06:05:52,OTHER,CAE_PnLMtmYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:05:52,63,EXECUTED,SUCCEED,0,0,00:01:03
CAE_PnLMtmDay - jeu. 8 aoû13 - 06:05:55,OTHER,CAE_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:05:55,60,EXECUTED,SUCCEED,0,0,00:01:00
CAE_PnLMtmFxTradYear - jeu. 8 aoû13 - 06:07:45,OTHER,CAE_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:07:45,12,EXECUTED,SUCCEED,0,0,00:00:12
KIEV_PnLThetaLDDay - jeu. 8 aoû13 - 06:07:29,OTHER,KIEV_PnLThetaLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:07:29,30,EXECUTED,SUCCEED,0,3,00:00:30
CAE_PnLMtmFxTradDay - jeu. 8 aoû13 - 06:07:50,OTHER,CAE_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:07:50,11,EXECUTED,SUCCEED,0,0,00:00:11
UK_PnLThetaLDDay - jeu. 8 aoû13 - 06:06:49,OTHER,UK_PnLThetaLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:06:49,73,EXECUTED,SUCCEED,0,55,00:01:13
BALANCE - jeu. 8 aoû13 - 06:07:20,OTHER,BALANCE,REPORT,07/06/2012; 01/01/2012; 07/06/2012; 07/06/2012; NULL; 27; NULL; NULL; Yes; No; No; No; No; No; No; No; No; No; No; No; Yes,jeu. 8 aoû13 - 06:07:20,93,EXECUTED,SUCCEED,0,0,00:01:33
LORACFCIB - jeu. 8 aoû13 - 06:08:35,OTHER,LORACFCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; O; CIBOS2; N; N; NULL,jeu. 8 aoû13 - 06:08:35,34,EXECUTED,SUCCEED,0,0,00:00:34
UK_PnLThetaSecDay - jeu. 8 aoû13 - 06:08:57,OTHER,UK_PnLThetaSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:08:57,25,EXECUTED,SUCCEED,0,38,00:00:25
LORACFCIB - jeu. 8 aoû13 - 06:08:46,OTHER,LORACFCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; O; CIBOS2; N; N; NULL,jeu. 8 aoû13 - 06:08:46,43,EXECUTED,SUCCEED,0,0,00:00:43
KIEV_PnLThetaSecDay - jeu. 8 aoû13 - 06:08:47,OTHER,KIEV_PnLThetaSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:08:47,48,EXECUTED,SUCCEED,0,34,00:00:48
UK_PnLMtmFutDay - jeu. 8 aoû13 - 06:10:12,OTHER,UK_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:10:12,8,EXECUTED,SUCCEED,0,8,00:00:08
KIEV_PnLMtmFutDay - jeu. 8 aoû13 - 06:10:23,OTHER,KIEV_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:10:23,6,NO_RESULT,SUCCEED,0,0,00:00:06
CAE_PnLMtmLDDay - jeu. 8 aoû13 - 06:08:50,OTHER,CAE_PnLMtmLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:08:50,157,EXECUTED,SUCCEED,0,0,00:02:37
EMPORIKI_PnLMtmYear - jeu. 8 aoû13 - 06:06:38,OTHER,EMPORIKI_PnLMtmYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:06:38,329,EXECUTED,SUCCEED,0,1,00:05:29
CAE_PnLMtmLDYear - jeu. 8 aoû13 - 06:08:46,OTHER,CAE_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:08:46,216,EXECUTED,SUCCEED,0,0,00:03:36
EMPORIKI_PnLMtmDay - jeu. 8 aoû13 - 06:05:59,PnL_EUROPE,EMPORIKI_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:05:59,386,EXECUTED,SUCCEED,0,2,00:06:26
CAE_PnLMtmSecDay - jeu. 8 aoû13 - 06:12:07,OTHER,CAE_PnLMtmSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:12:07,73,EXECUTED,SUCCEED,0,10,00:01:13
LORARECCIB - jeu. 8 aoû13 - 06:11:28,OTHER,LORARECCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; I; CIBOS2; N; N; CLMTM; N; N,jeu. 8 aoû13 - 06:11:28,118,EXECUTED,SUCCEED,0,0,00:01:58
RUSSIA_PnLMtmIRSBDDay - jeu. 8 aoû13 - 06:13:22,OTHER,RUSSIA_PnLMtmIRSBDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:13:22,10,NO_RESULT,SUCCEED,0,0,00:00:10
EMPORIKI_PnLMtmFxTradYear - jeu. 8 aoû13 - 06:13:16,OTHER,EMPORIKI_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:13:16,17,EXECUTED,SUCCEED,0,0,00:00:17
ASTONISH - jeu. 8 aoû13 - 06:10:13,OTHER,ASTONISH,REPORT,CASALONDON; 07/06/2012,jeu. 8 aoû13 - 06:10:13,202,EXECUTED,SUCCEED,0,0,00:03:22
EMPORIKI_PnLMtmFxTradDay - jeu. 8 aoû13 - 06:13:26,OTHER,EMPORIKI_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:13:26,12,EXECUTED,SUCCEED,0,0,00:00:12
CAE_PnLMtmSecYear - jeu. 8 aoû13 - 06:13:38,OTHER,CAE_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:13:38,29,EXECUTED,SUCCEED,0,12,00:00:29
LORARECCIB - jeu. 8 aoû13 - 06:11:56,OTHER,LORARECCIB,REPORT,O; CASALONDON; NULL; NULL; GB_CASA; 07/06/2012; 07/06/2012; 01/01/2040; I; CIBOS2; N; N; CLMTM; N; N,jeu. 8 aoû13 - 06:11:56,144,EXECUTED,SUCCEED,0,0,00:02:24
RUSSIA_PnLMtmIRSBLDay - jeu. 8 aoû13 - 06:14:21,OTHER,RUSSIA_PnLMtmIRSBLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:14:21,7,NO_RESULT,SUCCEED,0,0,00:00:07
RUSSIA_PnLMtmIRSFixDay - jeu. 8 aoû13 - 06:15:25,OTHER,RUSSIA_PnLMtmIRSFixDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:15:25,13,EXECUTED,SUCCEED,0,0,00:00:13
EMPORIKI_PnLMtmLDYear - jeu. 8 aoû13 - 06:14:29,OTHER,EMPORIKI_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:14:29,91,EXECUTED,SUCCEED,0,8,00:01:31
